Adj Close,Close,High,Low,Open,Volume,date,day_of_week,day,month,hl_pct,oc_pct,volatility_5d,volatility_10d,ma_5,ma_10,ma_20
GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,,,,,,,,,,,
136.6376190185547,137.6699981689453,139.10000610351562,136.1300048828125,136.1300048828125,32437800,2024-03-11,0,11,3,2.1573336676146466,1.131266606108268,2.334120219040586,2.1143076256595164,134.30599975585938,135.57400207519532,139.34650192260742
137.4613800048828,138.5,139.3800048828125,137.02999877929688,137.02999877929688,27563400,2024-03-12,1,12,3,1.6967553093975634,1.072758690650459,2.286042719875568,2.12845294446168,135.4720001220703,135.53600158691407,138.89500198364257
138.74169921875,139.7899932861328,141.08999633789062,138.99000549316406,139.0,23347200,2024-03-13,2,13,3,1.5022469029153904,0.5683404936207284,2.170967617300797,2.0880345234730386,137.15,135.8770004272461,138.62750167846679
142.0269012451172,143.10000610351562,143.58999633789062,140.4600067138672,141.19000244140625,42753400,2024-03-14,3,14,3,2.187274277094906,1.352789594930438,2.1128127525149525,2.129092834139159,138.8940002441406,136.34100036621095,138.48550186157226
140.12127685546875,141.17999267578125,143.17999267578125,140.02999877929688,142.5,49475400,2024-03-15,4,15,3,2.2311900126799915,-0.9263209292763157,1.9549600339404996,2.2100215950016757,140.047998046875,136.74499969482423,138.40600128173827
146.57254028320312,147.67999267578125,152.14999389648438,147.1699981689453,148.61000061035156,69273700,2024-03-18,0,18,3,3.3721532871905104,-0.6258044080147402,2.1979239578556724,2.2660220884481292,142.04999694824218,138.1779983520508,138.7640007019043
145.92739868164062,147.02999877929688,148.7899932861328,146.0800018310547,148.16000366210938,24070400,2024-03-19,1,19,3,1.8431554632235472,-0.7626922616643326,2.227203988620869,2.2566233542482186,143.75599670410156,139.61399841308594,139.05950088500975
147.62457275390625,148.74000549316406,148.86000061035156,146.74000549316406,148.0,21311500,2024-03-20,2,20,3,1.425302567495826,0.5000037115973396,2.211815121536956,2.1913913694188762,145.5459991455078,141.3479995727539,139.36900100708007
146.49313354492188,147.60000610351562,150.3699951171875,146.89999389648438,149.47000122070312,24755600,2024-03-21,3,21,3,2.35094923930391,-1.2510838977155816,2.244550113978757,2.178681433246855,146.4459991455078,142.6699996948242,139.54450149536132
149.63937377929688,150.77000427246094,151.5800018310547,148.97999572753906,149.1199951171875,29211800,2024-03-22,4,22,3,1.724484996907659,1.1064975920745976,2.1432091108242903,2.049084572382395,148.36400146484374,144.20599975585938,139.885001373291
148.9446258544922,150.07000732421875,150.3800048828125,147.82000732421875,149.94000244140625,19229300,2024-03-25,0,25,3,1.7058688836224305,0.08670460230471416,1.8099522301106745,2.003938093983174,148.84200439453124,145.4460006713867,140.510001373291
149.5401153564453,150.6699981689453,152.25999450683594,149.97999572753906,150.22000122070312,22149100,2024-03-26,1,26,3,1.5132400657099145,0.2995586104283492,1.743969150607948,1.9855865696144086,149.57000427246095,146.66300048828126,141.09950103759766
149.7386016845703,150.8699951171875,151.63999938964844,148.89999389648438,151.17999267578125,22879200,2024-03-27,2,27,3,1.816136794487053,-0.20505197354954693,1.8221359960061936,2.0169755587715748,149.99600219726562,147.77100067138673,141.8240005493164
149.79815673828125,150.92999267578125,151.42999267578125,150.1699981689453,150.85000610351562,24485400,2024-03-28,3,28,3,0.834820491605391,0.0530239105265511,1.5189102464664894,1.8817301802226232,150.66199951171876,148.5539993286133,142.4474998474121
154.32395935058594,155.49000549316406,155.74000549316406,150.61000061035156,150.69000244140625,31730800,2024-04-01,0,1,4,3.2992505637528162,3.185349375532878,1.833863359835521,1.9885362353299059,151.6059997558594,149.98500061035156,143.3650001525879
153.4009552001953,154.55999755859375,154.6999969482422,152.14999389648438,153.5,24586000,2024-04-02,1,2,4,1.6498467210386085,0.6905521554356677,1.8226589273187563,1.8163055787147155,152.50399780273438,150.67300109863282,144.4254997253418
153.7582550048828,154.9199981689453,155.0800018310547,152.72999572753906,153.60000610351562,24705000,2024-04-03,2,3,4,1.5169159122716143,0.8593698001158316,1.8233940966310969,1.7836816236195223,153.35399780273437,151.46200103759764,145.5379997253418
149.4011688232422,150.52999877929688,154.77000427246094,150.4499969482422,153.5,34724700,2024-04-04,3,4,4,2.8698647174990226,-1.9348542154417752,2.0341396812334906,1.928137838619842,153.28599853515624,151.64100036621093,146.49449996948243
151.35638427734375,152.5,153.4199981689453,149.60000610351562,150.02999877929688,23459200,2024-04-05,4,5,4,2.504912829789959,1.6463382262214405,2.368158148870404,1.943534197668447,153.6,152.13099975585936,147.4004997253418
153.6887969970703,154.85000610351562,155.27000427246094,152.61000061035156,152.77999877929688,20702000,2024-04-08,0,8,4,1.7177937082748258,1.3548941882170347,2.051866777774806,1.9428650688051636,153.4720001220703,152.53899993896485,148.37249984741212
155.42564392089844,156.60000610351562,158.55999755859375,155.19000244140625,156.08999633789062,31079500,2024-04-09,1,9,4,2.1519763638833247,0.3267408402784336,2.1522927063437494,1.9874758168312527,153.8800018310547,153.19199981689454,149.31900024414062
154.96913146972656,156.13999938964844,156.61000061035156,154.67999267578125,156.2100067138672,22838600,2024-04-10,2,10,4,1.2360752799505044,-0.044816158510884475,2.0961245798795276,1.9597593382553122,154.1240020751953,153.73899993896484,150.20100021362305
158.21456909179688,159.41000366210938,159.67999267578125,156.4600067138672,156.91000366210938,27166400,2024-04-11,3,11,4,2.019939707635444,1.5932699902190495,1.9261395779068118,1.9801396295701512,155.9000030517578,154.59300079345704,151.18200073242187
156.54718017578125,157.72999572753906,160.22000122070312,157.13999938964844,157.9600067138672,25353700,2024-04-12,4,12,4,1.9527052015997304,-0.1456134315977669,1.8156980522687658,2.091928100569585,156.9460021972656,155.27300109863282,151.91350021362305
153.6986846923828,154.86000061035156,159.24000549316406,154.58999633789062,158.86000061035156,27136500,2024-04-15,0,15,4,3.002718027215744,-2.517940315140194,2.0726829160569493,2.062274846915878,156.9480010986328,155.21000061035156,152.59750061035157
153.24215698242188,154.39999389648438,155.64999389648438,153.42999267578125,154.19000244140625,20779500,2024-04-16,1,16,4,1.4378246816457119,0.13619005885801438,1.929852579609427,2.041072642976588,156.50799865722655,155.19400024414062,152.93350067138672
154.30413818359375,155.47000122070312,157.0800018310547,154.5800018310547,155.6199951171875,21763100,2024-04-17,2,17,4,1.608027259516795,-0.09638471995287248,2.004242975522685,2.0501837777011063,156.3739990234375,155.2490005493164,153.35550079345703
154.84005737304688,156.00999450683594,156.94000244140625,154.6199951171875,155.33999633789062,19883000,2024-04-18,3,18,4,1.4870889083436853,0.4313107922881328,1.8976728156643332,1.9119061967855724,155.69399719238282,155.7970001220703,153.71900024414063
152.93447875976562,154.08999633789062,156.36000061035156,152.3000030517578,156.1999969482422,32615600,2024-04-19,4,19,4,2.634822282486744,-1.3508326834671605,2.034096231841736,1.9248971420552512,154.96599731445312,155.95599975585938,154.0434997558594
